"","node","mean","median","sd","n","CI_upper","CI_lower"
"100","515",-0.264941495195224,-0.2659633,0.0734331019729474,18005,-0.263868861630737,-0.26601412875971
"101","516",-0.298477238972364,-0.2801123,0.195678431773633,18005,-0.295618974128209,-0.301335503816519
"102","517",-0.277128386909197,-0.2666276,0.167015357542363,18005,-0.27468880212425,-0.279567971694145
"103","518",-0.235517061285527,-0.2421803,0.119425291802912,18005,-0.23377262215665,-0.237261500414404
"104","519",-0.255114717215162,-0.2672484,0.0998271298424263,18005,-0.253656547435615,-0.25657288699471
"105","520",-0.254714167760233,-0.2656385,0.0988640746081616,18005,-0.253270065279233,-0.256158270241233
"106","521",-0.229520148930347,-0.23393,0.0922042385862849,18005,-0.228173326333475,-0.23086697152722
"107","522",-0.179876244142905,-0.1732517,0.0782058330699309,18005,-0.178733895539405,-0.181018592746405
"108","523",-0.177052630944849,-0.1695481,0.077398223598731,18005,-0.175922079051586,-0.178183182838111
"109","524",-0.153362907367787,-0.1532073,0.0742159567671335,18005,-0.152278838683364,-0.15444697605221
"110","525",-0.162209480768148,-0.1652946,0.071663533083898,18005,-0.161162695205912,-0.163256266330384
"111","526",-0.161604979382649,-0.164945,0.0711832942485536,18005,-0.160565208644517,-0.162644750120781
"112","527",-0.156784231463955,-0.1535568,0.0729095754289295,18005,-0.155719245024918,-0.157849217902991
"113","528",-0.156852879732919,-0.1535113,0.0729894466713798,18005,-0.155786726618729,-0.157919032847108
"114","529",-0.153037439225473,-0.1537947,0.0751490008145152,18005,-0.151939741614374,-0.154135136836572
"115","530",-0.199098828688809,-0.1961107,0.0927682979890347,18005,-0.197743766905091,-0.200453890472526
"116","531",-0.180648413764343,-0.1739931,0.0792625986287033,18005,-0.179490629040379,-0.181806198488308
"117","532",-0.229642892974685,-0.2340374,0.0936086434336584,18005,-0.228275556308041,-0.231010229641329
"118","533",-0.254530585205387,-0.2663516,0.0991116244501751,18005,-0.253082866776507,-0.255978303634267
"119","534",-0.273104875426637,-0.2755195,0.11072883073152,18005,-0.271487465059814,-0.27472228579346
"120","535",-0.218024890274218,-0.2180897,0.124410009648022,18005,-0.216207639626741,-0.219842140921695
"121","536",-0.166800134166593,-0.1627626,0.125240097176208,18005,-0.164970758473049,-0.168629509860136
"122","537",-0.27920099940256,-0.2644672,0.16769822136899,18005,-0.276751440060625,-0.281650558744495
"123","538",-0.270072838640766,-0.2721631,0.103723271036629,18005,-0.268557758126079,-0.271587919155454
"124","539",-0.262147899397001,-0.2612502,0.0893752272655759,18005,-0.260842400023789,-0.263453398770213
"125","540",-0.0215335592905197,-0.03194012,0.20470576058447,18005,-0.0185434327161638,-0.0245236858648755
"126","541",-0.0571045247546254,-0.05589284,0.140156017900005,18005,-0.0550572729700047,-0.0591517765392462
"127","542",-0.0557910538507916,-0.05788968,0.117948400087838,18005,-0.054068187603655,-0.0575139200979282
"128","543",-0.053701084075865,-0.05746039,0.128581401414039,18005,-0.0518229021222243,-0.0555792660295057
"129","544",-0.0341107395295312,-0.02951916,0.12350329897989,18005,-0.0323067331584061,-0.0359147459006562
"130","545",-0.0548234946109744,-0.08961771,0.112600059932307,18005,-0.0531787512949273,-0.0564682379270216
"131","546",-0.0550221749510132,-0.09021073,0.112614412979658,18005,-0.0533772219807375,-0.0566671279212888
"132","547",0.223820334497459,0.2101146,0.141104195765624,18005,0.225881436267664,0.221759232727253
"133","548",0.266803427513746,0.2394788,0.122614808672327,18005,0.268594455752394,0.265012399275098
"134","549",0.266985875437162,0.2376779,0.122764240319451,18005,0.268779086416236,0.265192664458088
"135","550",-0.300091267092559,-0.3178492,0.29529907158352,18005,-0.2957778486582,-0.304404685526918
"136","551",-0.215032032647449,-0.2074349,0.181862950276759,18005,-0.21237556983487,-0.217688495460027
"137","552",-0.215181588760356,-0.2078811,0.181602537025361,18005,-0.21252892979082,-0.217834247729891
"138","553",-0.218525242067153,-0.2179669,0.179885715778602,18005,-0.215897660617755,-0.221152823516551
"139","554",-0.217682462800391,-0.2106268,0.205838479095202,18005,-0.214675790664686,-0.220689134936095
"140","555",-0.135425354126076,-0.1321611,0.0248883948555159,18005,-0.135061810615439,-0.135788897636713
